,ID,name,category,main_category,goal,pledged,state,backers
91033,1540897949,Imprisoned,Drama,Film & Video,450.0,135.0,failed,4
91038,1540934940,Fresh Talent,Documentary,Film & Video,35000.0,1.0,failed,1
91054,1541072941,Poems Prose & Pieces to Peruse,Publishing,Publishing,1000.0,0.0,failed,0
91059,154110631,Charly Mae's Very First Album (Canceled),Pop,Music,10000.0,5.0,canceled,1
91064,1541121253,The Sequel: a comedy with puppets,Plays,Theater,500.0,1.0,failed,1
91096,1541332920,Black Belt High #1,Comics,Comics,2000.0,6.0,failed,2
91100,1541350893,Oh Yeah: World Domination,Shorts,Film & Video,1000.0,599.97,failed,37
91108,1541396429,Project Apex,Music,Music,200.0,1.0,failed,1
91116,1541459594,Nude: A play by Paul Hewitt,Plays,Theater,500.0,1575.0,successful,44
91134,1541592967,Monkey Life,Documentary,Film & Video,197000.0,14554.5,failed,309
91148,1541657516,Luvango is the Dating App that's Different!,Apps,Technology,25000.0,0.0,failed,0
91149,1541663416,Ceipt - The Great New Way to Store Your Purchase History!,Technology,Technology,100000.0,7.0,failed,3
91150,1541671541,OMNI TACT - A Patriotic Defense game of next level strategy.,Tabletop Games,Games,5000.0,936.4,canceled,64
91158,1541686449,CorkYogis: Piece for Peace,Product Design,Design,2000.0,72.0,failed,5
91205,1541940996,"The Movement - Revolutionary Swim, Scuba & Bodyboarding Fins",Product Design,Design,35000.0,180.0,canceled,6
91212,1541976489,The Stag,Film & Video,Film & Video,300.0,600.0,successful,24
91217,1542023359,Delta Point Boy's Burger Vans of Britain Documentary,Documentary,Film & Video,7000.0,2.0,failed,2
91228,1542079228,Help Me Bring The Ghost Word II To Life!,Rock,Music,250.0,20.0,failed,2
91257,1542265728,Tokyo to Tokyo,Nonfiction,Publishing,2300.0,513.0,failed,21
91259,1542284525,Hope Social - Christian Social Media Training Website,Web,Technology,250.0,2.0,failed,1
91268,154235492,UK Premiere of 2 Australian plays: Holiday & The Eisteddfod,Theater,Theater,4000.0,4000.0,successful,20
91276,1542393277,Operation Thailand - The Ultimate Travelers Guide&Photobook,Webseries,Film & Video,2500.0,151.0,failed,3
91300,154255757,Silver & Gold Quotes,People,Photography,8000.0,7.0,failed,1
91305,1542587176,SCI FI BARRICADES,Tabletop Games,Games,600.0,591.0,canceled,29
91306,1542592512,Children Book Series,Publishing,Publishing,10000.0,15.0,failed,1
91319,1542663950,Rue Royale --> New Album (& EP),Music,Music,12293.0,13966.67,successful,498
91326,1542715064,Poisoning Frog,Ready-to-wear,Fashion,50000.0,132.0,failed,4
91335,1542754421,Temporary Homes,Photography,Photography,450.0,168.0,failed,8
91337,154276669,"Fine Art, Degree Show, University of Kent",Art,Art,1052.0,1072.0,successful,43
91348,1542862492,'Reverence',Film & Video,Film & Video,500.0,5.0,failed,1
91353,1542878115,Brain - Short Film,Film & Video,Film & Video,1500.0,25.0,failed,1
91360,1542902730,Cage bird,Games,Games,650.0,0.0,failed,0
91376,154300957,ZX Spectrum: a visual compendium by BITMAP BOOKS,Video Games,Games,20000.0,71175.0,successful,1818
91387,1543074323,Bushcraft & Wilderness Survival Playing Cards,Playing Cards,Games,750.0,132.0,failed,5
91411,1543226122,'Trails - Crooked Trees' - Debut Album,Rock,Music,500.0,833.0,successful,37
91416,1543262276,Chance Encounter - A Star Trek short film,Science Fiction,Film & Video,1700.0,1862.0,successful,55
91418,1543286428,The Improvised Improv Show 2015,Theater,Theater,550.0,550.0,successful,15
91421,1543303224,Astagar 15mm Sci-fi Snakemen,Tabletop Games,Games,2000.0,5262.16,successful,89
91424,1543325034,Pizza (Canceled),Food,Food,50.0,0.0,canceled,0
91431,1543381123,The Seraphs: a new exciting fantasy book publishing soon!,Fiction,Publishing,1500.0,1524.0,successful,37
91458,1543549463,Human Optimization Guide,Nonfiction,Publishing,14000.0,20.0,failed,2
91491,1543735689,One Canbe The Magical Owl,Children's Books,Publishing,2411.0,2672.0,successful,56
91493,1543759619,THE DESIRE CODE  by PIERRE FRANCKH,Nonfiction,Publishing,9999.0,218.0,failed,10
91502,1543820687,Waxed Cotton Luggage: handcrafted backpacks & bags,Accessories,Fashion,3000.0,746.0,canceled,7
91505,1543851760,View from the Right by Alain de Benoist,Publishing,Publishing,7000.0,7400.66,successful,73
91520,154396647,Godslayer - Rise of Legends,Tabletop Games,Games,25000.0,36412.0,successful,219
91533,1544068291,Eat Grub Bar,Food,Food,10000.0,10384.0,successful,116
91543,1544147584,Intern Magazine,Periodicals,Publishing,5500.0,7115.7,successful,347
91586,1544401121,Self-publishing LOLAisms�!,Nonfiction,Publishing,800.0,181.0,failed,11
91593,1544422191,Gains - The World's 1st range of high protein sauces,Food,Food,55000.0,126.0,canceled,4
91604,1544512370,Communion: A Pop-up Work and Social Space,Product Design,Design,2500.0,180.0,failed,8
91620,1544566120,'How to Draw a Quirky Old House' - a new interactive eBook,Art,Art,12800.0,1669.0,failed,62
91640,1544734391,Air Halo: Clean Air to Breathe Wherever You May be,Technology,Technology,35000.0,42733.9,successful,264
91659,1544822557,"London 1888, a historical, immersive and dark board game",Tabletop Games,Games,20000.0,7420.0,failed,154
91660,1544834715,A Signature Splash of Colour,Product Design,Design,2500.0,244.0,failed,11
91672,1544889768,Help WeePOP! go out with a BANG!,Pop,Music,6000.0,6979.0,successful,128
91682,1544966416,The Salford Community Market,Farmer's Markets,Food,10000.0,0.0,failed,0
91684,1544972872,Introducing The Genii,Apps,Technology,55000.0,401.0,failed,4
91685,1544974714,Code Cards,Playing Cards,Games,10000.0,10830.0,successful,229
91692,1545018033,"Just Bryan, a radio drama",Plays,Theater,250.0,19.0,failed,4
91768,1545483854,RUIN - The Beast Inside - Comic mini-series,Comics,Comics,3000.0,1537.0,failed,52
91770,1545512817,Distance - Short Film,Shorts,Film & Video,800.0,880.0,successful,30
91793,1545667511,"Beautiful wooden boxes & leather goods, hand made for life.",Product Design,Design,6000.0,16422.0,successful,154
91812,1545787530,FDA Graphic Communication Show at New Designers (Canceled),Graphic Design,Design,1400.0,8.0,canceled,3
91829,154590654,MoCO (Canceled),Fashion,Fashion,12000.0,0.0,canceled,0
91859,1546136503,North Country Clothing,Apparel,Fashion,5000.0,51.0,failed,2
91870,1546199154,The Only Son (Canceled),Drama,Film & Video,1400.0,65.0,canceled,5
91871,1546210389,Tales From The Outer Ends - Episode 1. Lilith,Webseries,Film & Video,5000.0,748.0,failed,26
91881,1546276760,My dream,Film & Video,Film & Video,12000.0,1.0,failed,1
91884,1546302743,"Universal, Language independent Live Translation app",Software,Technology,25000.0,442.0,failed,14
91888,154633177,APPEAL clothing,Apparel,Fashion,4000.0,190.0,failed,13
91889,1546339069,1972: The Future of Sex,Theater,Theater,2500.0,2560.0,successful,52
91898,1546404822,Bashir Instrument Co.,Music,Music,2000.0,190.0,undefined,0
91919,1546529603,"Occupy Democracy Public Art, Action, Speech & Democracy",Public Art,Art,100.0,6.0,failed,2
91925,1546578425,1 World Educational Theme Parks,Spaces,Theater,50000.0,0.0,failed,0
91955,1546754787,Route 66 Experience,Experimental,Film & Video,6000.0,17.0,failed,3
91960,1546768987,"Noteu - Facebook, Email, Paypal at a glance",Technology,Technology,1000.0,2137.0,successful,36
91961,1546773158,Pillow Room,Design,Design,500.0,1.0,failed,1
91992,1546938247,Year Of The Beast Documentary (Canceled),Documentary,Film & Video,2000.0,23.0,canceled,1
92004,1547021569,RHINO� : Ring The Key,Product Design,Design,2000.0,7913.0,successful,296
92013,1547079272,700 Horizons. A journey of discovery!,Food,Food,19800.0,190.0,failed,5
92018,1547100589,Krash X Elements Apparel,Apparel,Fashion,160.0,299.0,successful,14
92026,154716394,Combat for Comfort: Group exhibition,Art,Art,100.0,140.0,successful,8
92031,1547198445,sphereFACE,Video Games,Games,2600.0,3888.0,successful,209
92045,1547322237,JACS Junior Adaptive Carrier System - Modular Baby Carrier,Product Design,Design,6000.0,8550.0,successful,76
92053,1547357409,Scallywags Fundraising help us to perform at the Fringe!,Theater,Theater,1000.0,1023.12,successful,63
92077,154749352,Cosmic Rays - The First Album,Rock,Music,6000.0,2182.0,failed,30
92080,1547500853,Live Your Life,Drama,Film & Video,5000.0,0.0,failed,0
92097,1547599160,RICKY The Movie,Narrative Film,Film & Video,20000.0,1245.0,failed,8
92106,1547651109,Pimped Out Pasta (Canceled),Small Batch,Food,10.0,0.0,canceled,0
92133,1547801463,THINNY wallet � the special one 4 special one,Fashion,Fashion,6000.0,2899.0,failed,78
92139,1547833914,A YouTube Prankster Show! Making dreams come true!,Comedy,Film & Video,6000.0,0.0,failed,0
92159,1547970437,The Year Long Ghost Hunt!,Documentary,Film & Video,150000.0,20.0,failed,1
92168,1548023176,Kids for Kids UK National Competition 2014,Shorts,Film & Video,5000.0,521.0,failed,16
92169,1548038558,Wrap and Go,Childrenswear,Fashion,1500.0,35.0,failed,3
92173,1548051388,Hop Stuff Brewery,Food,Food,3000.0,1215.0,failed,12
92181,1548082751,Science t-shirt: Functional Anatomy of the Human Brain,Apparel,Fashion,450.0,559.0,successful,22
92187,1548105155,"Stick-Tree! The reuseable, environmental Christmas tree",Woodworking,Crafts,1000.0,0.0,failed,0
92195,1548179607,A3 7mm Grid Pad,Tabletop Games,Games,200.0,594.0,successful,39
92206,1548213658,Fund our unknown film in the 48 hour Sci-Fi Challenge Short!,Shorts,Film & Video,250.0,322.0,successful,20
92216,1548272313,"Suitcase Glory - unique suitcases, designed in Britain.",Fashion,Fashion,10000.0,80.0,failed,4
92218,154827678,Bach to the Future - An Exciting New Commissions Project,Classical Music,Music,3000.0,4030.24,successful,99
92226,1548335986,The Olive oil Sandwich Project,Food,Food,300.0,0.0,failed,0
92256,1548515366,Stay a Little,Narrative Film,Film & Video,920.0,1250.0,successful,38
92260,1548535962,Bring the Business Card into the 21st Century with Pingtro,Apps,Technology,27500.0,476.0,failed,3
92271,1548622828,Star Trek: Deception - A Fan-Film,Shorts,Film & Video,500.0,1174.0,successful,75
92272,1548624168,Alex Mendham & His Orchestra. Help us record our 2nd album!,Jazz,Music,1800.0,2080.0,successful,72
92285,1548647323,A Mysterious Island,Video Games,Games,2500.0,7.0,failed,3
92286,1548655691,Button Mash's Grand Reopening,Games,Games,330.0,660.0,successful,28
92292,1548680874,This is where the story ends - DVD,Documentary,Film & Video,11500.0,36784.0,successful,1785
92294,1548699346,"10 promo videos for ""Junk DNA""",Rock,Music,3000.0,190.0,failed,9
92304,1548728124,Mindjammer - The Roleplaying Game,Tabletop Games,Games,5000.0,50045.5,successful,965
92316,1548799525,Stak Bots: Battling Robots Card Game,Tabletop Games,Games,2000.0,2435.0,successful,107
92333,1548894392,GRIMM at Edinburgh Fringe,Festivals,Theater,3000.0,3180.0,successful,54
92334,1548895341,DJ B3AN's ALBUM DREAM,Music,Music,1600.0,0.0,failed,0
92335,1548896316,The Deluxe Collection Part 2,Comics,Comics,1000.0,11126.0,successful,174
92337,1548897257,Fund for Blast The Beat Radio,Radio & Podcasts,Publishing,350.0,390.0,successful,30
92338,154891368,Radical Renewable Art + Activism Fund,Art,Art,1500.0,2505.0,successful,157
92340,1548916549,The End of an Age: Fading Remnants,Video Games,Games,880.0,135.0,failed,7
92349,1548956551,Velvet Engine - 'This Old Hat' EP Launch!,Country & Folk,Music,450.0,525.0,successful,38
92350,1548961086,'I hope senpai notices me' t-shirt,Apparel,Fashion,1200.0,1556.0,successful,127
92364,1549024512,CONSEQUENCES - art exhibition in London,Public Art,Art,6500.0,6706.01,successful,88
92371,1549071336,"Melts of Milton - hand made melts, candles and accessories",Candles,Crafts,1000.0,0.0,canceled,0
92382,1549118369,Meet My Tutor,Web,Technology,11000.0,20.0,failed,1
92401,1549263809,Unified Time Capsule,Nonfiction,Publishing,62000.0,47.0,failed,3
92405,154929215,Aperture Collective. University of Northampton (Canceled),Photography,Photography,600.0,488.0,canceled,20
92415,1549355106,'COVERED IN RED' album on VINYL & CD by BIG BROOKLYN RED,Music,Music,60000.0,291.0,failed,4
92418,1549365011,Mental Health and Wellbeing Greeting cards,Stationery,Crafts,600.0,66.0,failed,6
92425,1549409736,iPhone Pianist: Relaunch,Music,Music,150.0,0.0,failed,0
92433,1549477372,AFTERLIFE - The Narrative Wargame Project,Tabletop Games,Games,3500.0,12018.0,successful,201
92442,1549507773,Learn languages through stories,Children's Books,Publishing,10000.0,35846.99,successful,1293
92443,1549512416,Retro Video Game Movie Posters,Painting,Art,50000.0,71.0,failed,3
92445,1549534987,Never do a Bimbo!,Fiction,Publishing,10000.0,36.0,failed,3
92455,1549600052,"""leap into the poets' cliff"" Nantine's  Graduate collection",Fashion,Fashion,2000.0,85.0,failed,4
92477,1549733051,Four Last Things: a point-and-click renaissance masterpiece,Video Games,Games,3500.0,4178.0,successful,165
92491,1549800119,StagNation,Shorts,Film & Video,4500.0,1066.0,failed,17
92494,1549837236,One Hand Clapping by Anthony Burgess,Theater,Theater,300.0,50.0,failed,1
92499,1549861795,IAN DURY 'More Than Fair' art exhibition,Painting,Art,10000.0,10677.0,successful,218
92521,1549978546,Ryan Alexander's Debut Album,Music,Music,5000.0,331.0,failed,3
92524,1549991824,"IMMITTANCE - EXHIBITION, BOOK",Photography,Photography,1000.0,130.0,failed,5
92530,1550013018,The Phantom of the Opera - Special Colourised Edition,Film & Video,Film & Video,10000.0,121.0,failed,4
92542,1550089464,Marriotts Woodwork,Woodworking,Crafts,1200.0,78.0,failed,5
92561,1550168427,Shifters,Fantasy,Film & Video,5000.0,20.0,failed,1
92589,1550320964,The Illustrated Being,Fashion,Fashion,700.0,0.0,failed,0
92629,1550596692,Fortitude Film Productions and 3 Short Films,Film & Video,Film & Video,17500.0,1.0,failed,1
92644,1550719184,Handmade memory keepsakes,Crafts,Crafts,500.0,2.0,failed,2
92645,155072694,Travis the Time Traveller & the terrifying Titanic,Children's Books,Publishing,1500.0,1544.0,successful,58
92649,1550774633,Nouveau Playing Cards Deck,Design,Design,1000.0,901.5,failed,56
92653,1550796577,The Waste Land For Babies: a picture book,Art Books,Publishing,3000.0,3337.99,successful,93
92654,1550796692,'Some Day' Short Film Budget,Shorts,Film & Video,300.0,0.0,failed,0
92662,1550855676,Don't Eat The Gum - A Baseball Card Zine,Zines,Publishing,350.0,655.0,successful,44
92673,1550886881,The Past Is A Tattooed Sailor,Theater,Theater,3000.0,220.0,failed,3
92675,1550905943,To love somebody,Experimental,Theater,1000.0,175.0,failed,4
92681,1550932272,Solid wood Working,Crafts,Crafts,400.0,60.0,failed,1
92684,1550946462,Empty Walls Street Art Festival Cardiff,Public Art,Art,1500.0,1846.0,successful,88
92695,155103686,The Family Business,Film & Video,Film & Video,500.0,522.0,successful,7
92696,155104773,Graen Magazine Winter Issue / Graen rhifyn gaeaf,Print,Journalism,5000.0,0.0,failed,0
92703,1551090989,The Society Of Blades,Video Games,Games,10000.0,1.0,failed,1
92752,1551362260,{House of Elle} Gallery-Coffee-Cocktails,Drinks,Food,30000.0,1.0,failed,1
92754,1551382470,Battle Systems� Sci-fi Modular Terrain,Tabletop Games,Games,21000.0,219973.35,successful,1653
92759,1551409675,Magic iPhone Case,Product Design,Design,4000.0,399.0,failed,20
92777,1551512313,Calendar 2014 by Ross Thornhill Photography,Photography,Photography,642.0,26.0,failed,2
92782,1551529087,Captain Me-Mo,Children's Books,Publishing,500.0,0.0,failed,0
92796,1551597146,Living with the ribbon. Contemporary dance performance,Dance,Dance,600.0,20.0,failed,2
92797,1551599112,3 DAY PROJECT! ROSS THORNHILL PHOTOGRAPHY 2015 CALENDAR,Nature,Photography,120.0,82.0,failed,6
92809,1551651743,Awareness Book,Art,Art,1500.0,1656.0,successful,84
92813,1551674425,rude mugs,Crafts,Crafts,250.0,20.0,failed,1
92814,1551680583,The Explorer (Rediscover the marionette puppet),Theater,Theater,750.0,960.0,successful,48
92820,1551736106,The First Afghan War 1839 28mm Miniatures,Tabletop Games,Games,1500.0,6743.0,successful,65
92835,1551826355,Tidy - Kingston Illustration Animation Degree Show '15,Design,Design,2500.0,2554.0,successful,76
92837,1551841565,Ridersmate - Your Electronic Guardian Angel,Gadgets,Technology,19900.0,2151.0,failed,20
92848,1551917597,DEAD CITY BLUES,Fiction,Publishing,16000.0,300.0,failed,2
92853,1551939731,Cassam Jewellery Does Weddings,Crafts,Crafts,1000.0,53.0,failed,3
92859,1551975360,London theatre company to take Ophelia to Poland,Theater,Theater,1000.0,1085.0,successful,19
92876,1552097490,'Keeping Mum' - First Novel By Gypsy Novelist,Fiction,Publishing,1100.0,7.0,failed,2
92892,155226975,The Trade,Graphic Novels,Comics,800.0,1195.0,successful,64
92900,155231086,Marco & Polo,Family,Film & Video,550.0,553.0,successful,24
92911,1552378072,"Freedom for Musicians. For musicians, by musicians.",Music,Music,50000.0,1001.0,failed,2
92914,1552390772,'Easy Peasy' Cooking Packs - Recipe Kits for Families,Food,Food,30000.0,27.0,canceled,1
92930,155244500,vrAse: The Smartphone Virtual Reality Case,Product Design,Design,55000.0,66556.2,successful,782
92931,1552455703,Starman (2013) - Short Film,Shorts,Film & Video,1000.0,1020.43,successful,57
92935,1552466148,The Masseuse,Shorts,Film & Video,6000.0,155.0,failed,3
92939,1552500630,Twisted Showcase - NO!,Webseries,Film & Video,500.0,612.0,successful,21
92945,1552529642,The Composition of a Poem,Poetry,Publishing,100.0,204.87,successful,20
92946,1552533675,End of the Road,Shorts,Film & Video,500.0,148.0,failed,10
92955,1552572745,Table Tantrums,Tabletop Games,Games,5000.0,450.0,failed,14
92958,1552576452,Hordes,Games,Games,500.0,1.0,failed,1
92959,1552579350,Daloo.co.uk,Interactive Design,Design,130.0,0.0,failed,0
92967,1552604584,Edge Of Eternity UK,Apparel,Fashion,250.0,20.0,failed,1
92971,1552625882,Stormy Weather,Tabletop Games,Games,12500.0,3724.0,failed,98
92976,1552652327,Jonah,Shorts,Film & Video,1200.0,1381.0,successful,39
92986,1552731192,D-Day- A Final Goodbye,People,Photography,9000.0,94.0,failed,2
93001,1552805368,Witchmarsh,Video Games,Games,50000.0,102430.53,successful,5420
93027,1552915674,Baby Bandits (Canceled),Childrenswear,Fashion,11000.0,0.0,canceled,0
93030,1552943774,TargetScan App for Android,Apps,Technology,3000.0,3018.0,successful,114
93031,1552945875,Live Beacon: The World's Simplest iBeacon,Gadgets,Technology,10000.0,14597.0,successful,197
93049,1553030815,"Fire Fox in ""Radical Rescue"" for Android, Linux, OUYA and PC",Video Games,Games,5000.0,12.0,failed,3
93054,1553059414,The Tower,Webseries,Film & Video,100.0,165.0,successful,6
93068,1553106833,Inside Cleopatra,Drama,Film & Video,500.0,500.0,successful,28
93078,1553165043,Show or Tell,Tabletop Games,Games,8000.0,8205.0,successful,131
93088,1553209674,Shelltown Animated kids series full lengh pilot episode,Animation,Film & Video,75000.0,236.0,failed,14
93098,1553235017,Late Night Electric Watermelon Fundraiser,Indie Rock,Music,5000.0,376.0,failed,18
93117,1553318194,Hobobears,Art,Art,2500.0,5.0,failed,1
93125,1553382684,Years,Music,Music,2500.0,2886.0,undefined,0
93126,1553388933,Pinktrotters || The Global Lifestyle Network & App for Women,Apps,Technology,50000.0,8543.5,canceled,59
93137,1553424840,L'SOO - Easy to learn & play - how do YOO master a capture?,Tabletop Games,Games,55000.0,33.0,failed,1
93142,1553440674,BlackBelt Secrets Studio Series (Canceled),Webseries,Film & Video,9500.0,0.0,canceled,0
93151,1553505800,Yorkshire Pudding & Onion Gravy,Food,Food,60.0,1.0,failed,1
93154,1553522860,Alternate,Video Games,Games,50.0,141.0,successful,8
93161,1553561633,Nora on Tour,Performances,Dance,6000.0,6630.0,successful,97
93174,1553641377,International Impact: Crystal of Festus,Video Games,Games,2500.0,6.0,failed,2
93190,1553739362,Brave & The Bold: Sunglasses inspired by the beach,Fashion,Fashion,6000.0,6537.0,successful,79
93208,155382332,Gbemi Chenel's Classic Collection,Fashion,Fashion,10000.0,410.0,failed,7
93218,1553859112,w�rsttourever,Photobooks,Photography,500.0,277.0,failed,23
93221,1553877642,'Static!' A 2D Animated Short Film,Animation,Film & Video,3000.0,3145.7,successful,101
93228,1553903614,Genome Comic,Graphic Novels,Comics,8000.0,271.0,canceled,18
93233,1553944693,Fantasy Forest,Photography,Photography,2000.0,0.0,failed,0
93235,1553949047,The UK's first juice range made from more veg than fruit!,Drinks,Food,50000.0,0.0,canceled,0
93251,1554038845,Duel Mage,Fiction,Publishing,1000.0,60.0,failed,3
93279,1554225885,Muju Star Traveller Sculpture,Sculpture,Art,1000.0,4804.0,successful,123
93297,1554353280,Carbon Aces - Real Carbon Fibre Guitar Picks,Product Design,Design,1000.0,1340.0,successful,115
93332,1554545163,Up-and-Coming Style - A New Bible of Contemporary Visual Art,Periodicals,Publishing,5000.0,1714.0,failed,16
93342,1554629042,A football website with content driven by the fans.,Web,Technology,1000.0,10.0,canceled,1
93343,1554646797,"Large Quick Change Purse - holds coins, notes and bank card",Crafts,Crafts,200.0,552.0,successful,20
93344,1554647133,Get �k� Samba Community to Africa's largest Carnival!!,Kids,Music,4100.0,401.0,canceled,13
93376,1554803404,ROCK & BOOM,Playing Cards,Games,350.0,20.0,canceled,1
93397,1554928414,Spatial Flux - A Multi Platform Space Adventure (Canceled),Video Games,Games,2000.0,972.5,canceled,54
93423,1555102581,the Mugaritz kid,Restaurants,Food,6000.0,0.0,failed,0
93452,1555216678,The Song of Songs,Poetry,Publishing,2000.0,1.0,failed,1
93485,1555381412,Dead Diamond - Streetwear Essentials (Canceled),Apparel,Fashion,1000.0,0.0,canceled,0
93486,1555383689,Panache Restaurant & Shisha Lounge,Food,Food,24000.0,40.0,failed,2
93490,1555400155,Clemency Slaughter and the Legacy of D'Eath,Fiction,Publishing,7500.0,3050.0,failed,90
93496,1555429038,The Hound's Heart,Children's Books,Publishing,4200.0,6919.0,successful,116
93526,1555592309,The Zugzwangs,Art,Art,300.0,738.0,successful,23
93533,1555637911,Objects of Celebration,Textiles,Art,3500.0,4225.0,successful,94
93537,1555649587,Fish Finger Hut,Food,Food,7000.0,195.0,failed,8
93562,1555804719,Matez social network,Web,Technology,6000.0,4.0,failed,1
93564,1555813533,Leaves Of Dreams,Design,Design,1000.0,0.0,failed,0
93576,1555907916,Pizza Delique,Plays,Theater,70.0,120.0,successful,14
93594,1555972948,Box Works,Hip-Hop,Music,250.0,380.0,successful,14
93612,1556024005,Stick to Your Guns,Narrative Film,Film & Video,800.0,850.0,successful,12
93624,1556099837,101.2 Challenges (Canceled),Documentary,Film & Video,250000.0,0.0,canceled,0
93626,1556110909,The CHET BAKER SONGBOOK,Jazz,Music,4700.0,100.0,failed,1
93628,1556126068,The Ship: Full Steam Ahead,Video Games,Games,128000.0,18247.5,failed,607
93678,1556449267,Reformation C64 Track Remakes by Matt Gray (Last Ninja 2),Video Games,Games,25000.0,75266.0,successful,1349
93679,1556456645,DJ lift (Canceled),Music,Music,429.0,0.0,canceled,0
93680,1556473436,AXIS Arts: Emerging Artists Season,Theater,Theater,550.0,775.0,successful,31
93698,1556553339,PumpSnug: Keeping your asthma pump snug on the run,Product Design,Design,1000.0,509.0,failed,58
93699,1556555282,WORLDS FIRST TUNEABLE WIRELESS EARBUDS,Technology,Technology,65000.0,129313.0,successful,1096
93706,1556606651,Zak's PC fund (Canceled),Gaming Hardware,Games,350.0,5.0,canceled,2
93710,15566253,"To Ze Noodle, And Beyond!",Conceptual Art,Art,30.0,0.0,failed,0
93717,1556692262,J&L Boutique Clothing Range (Canceled),Fashion,Fashion,500.0,30.0,canceled,3
93719,1556706382,The Last Five Years - Parade Theatre Company,Musical,Theater,250.0,250.0,successful,9
93747,1556939635,Call or Put - the no BS book for trading financial markets,Nonfiction,Publishing,2500.0,234.0,failed,11
93758,1556995310,Zentangle Inspired Holiday Cards for Christmas (Canceled),Illustration,Art,500.0,258.0,canceled,18
93776,1557101478,"Take a bite out of The Lying, The Bitch and The Wardrobe",Nonfiction,Publishing,10000.0,267.0,failed,9
93784,1557142189,Redwood Girls,Fashion,Fashion,16000.0,4874.0,failed,128
93793,1557217871,oncoming warriors (Canceled),Video Games,Games,8500.0,36.0,canceled,3
93799,1557255388,Deja Vu Roses & Chocolates,Food,Food,40000.0,331.0,failed,6
93807,1557292162,Microbiology Cards,Illustration,Art,50.0,56.0,successful,3
93829,1557390268,Finding Jane,Romance,Film & Video,200.0,50.0,failed,1
93831,1557418065,ELEMENTS - A Movie Written By A 16 Year Old,Fantasy,Film & Video,88000.0,105.0,failed,2
93839,1557461907,Bearlands: Zombie Bears - Season One Collected,Comic Books,Comics,3000.0,3448.25,successful,74
93850,1557522056,"PAs | A multiplatform, new-media comedy series",Webseries,Film & Video,27000.0,0.0,failed,0
93874,1557650910,CapHat - A Raspberry Pi Capacitive Keypad HAT Accessory,Gadgets,Technology,3000.0,1386.0,live,64
93880,1557683832,OUT The Web Series,Webseries,Film & Video,500.0,502.0,successful,18
93893,1557744672,Revive The Castle Cinema!,Movie Theaters,Film & Video,45000.0,57000.0,successful,663
93895,1557756432,SteelConnect A - A Fashionable adapter for your Apple Watch.,Wearables,Technology,18000.0,2664.0,canceled,116
93899,1557773026,Scotland's Secrets,Documentary,Film & Video,1500.0,10.0,failed,1
93908,155782050,TSARINA - a bestseller going global!,Translations,Publishing,25000.0,1758.0,failed,42
93936,1557991113,ZARK - Debut Album Recording,Metal,Music,500.0,102.01,failed,12
93951,155805397,Curve Bay - Creative Versatile Solutions for Curvy Women,Fashion,Fashion,25000.0,1.0,failed,1
93966,1558174893,Farr Brew - Harpenden's Brewery.,Drinks,Food,19500.0,7389.0,failed,90
93972,155822429,Sleep Paralysis Exhibition Set Up,Art,Art,300.0,3.0,failed,1
93984,1558305086,Lap Challenge - join the revolutions,Technology,Technology,4550.0,0.0,failed,0
93986,1558318033,GONE LEO - Songs Through Keyholes,Indie Rock,Music,850.0,919.0,successful,23
93999,1558382636,The Diary of James Garrot (Canceled),Fiction,Publishing,500.0,436.9,canceled,17
94009,1558427563,motiventcha studios,Music,Music,50000.0,0.0,failed,0
94016,1558495776,New Series!,Painting,Art,10000.0,10.0,failed,1
94032,155861755,Designer upload app- where creative minds come together,Apps,Technology,10000.0,1.0,failed,1
94033,1558620794,WE CAN BE RAINBOWS,Apparel,Fashion,690.0,0.0,failed,0
94034,155862562,Swapatask (Canceled),Apps,Technology,1000.0,80.0,canceled,3
94045,1558776027,Orchid Healing Cards,Photography,Photography,8000.0,11225.0,successful,152
94049,1558809540,Take 10 Numbers,Children's Books,Publishing,6000.0,0.0,failed,0
94052,1558822352,The Family Game: An Educational Board Game For Kids & Adults,Tabletop Games,Games,25000.0,73.0,failed,6
94065,1558877923,Princess Diana Film. Based on a Successful Novel,Film & Video,Film & Video,400000.0,1.0,failed,1
94088,1559001455,Chica Art Factory,Mixed Media,Art,5000.0,55.0,failed,2
94107,1559131183,Stories from World War One - commemorative centenary album,Music,Music,2000.0,1.0,undefined,0
94115,1559165939,Data Hacker: Reboot (Relaunch),Video Games,Games,2900.0,4683.25,successful,302
94119,1559178814,Soviet Humour: A comedy uncensorship multiplayer game.,Video Games,Games,2000.0,684.0,canceled,75
94133,1559256193,"????? ?? ""One Percent Inspiration"" (2015/Comedy)",Film & Video,Film & Video,400.0,745.0,successful,23
94136,155928915,SPIDER: Supercharged Paperback Inside Damn Entertaining Ride,Fiction,Publishing,20000.0,4000.0,canceled,3
94141,15593447,Hair Hands and The Ludicrous (Canceled),Comics,Comics,8000.0,601.0,canceled,14
94168,1559468010,Solar Powered Minecraft Hosting (Canceled),Games,Games,60.0,0.0,canceled,0
94187,1559574077,How to photograph absolutely everything in a Photobooth,Photography,Photography,100.0,21.0,failed,2
94204,1559676839,DUMEBI participating at GALLERY Fashion show and Trade show,Couture,Fashion,7500.0,0.0,failed,0
